id,name,species,generation,official_artwork_url,sprite_url,icon_url,primary_type,secondary_type,height_m,weight_kg,hp,attack,defense,special_attack,special_defense,speed,base_stat_total,flavor_text,previous_evolution_id,next_evolution_id,evolution_conditions,is_legendary,is_mythical
192,sunflora,Sun Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/192.png,grass,,0.8,8.5,75,75,55,105,85,30,425,"It converts sun­ light into energy. In the darkness after sunset, it closes its petals and becomes still.",191,,,0,0
193,yanma,Clear Wing Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/193.png,bug,flying,1.2,38.0,65,65,45,75,45,95,390,"If it flaps its wings really fast, it can generate shock waves that will shatter win­ dows in the area.",,469,level-up&known_move:ancient-power&needs_overworld_rain:true&turn_upside_down:true,0,0
194,wooper,Water Fish Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/194.png,water,ground,0.4,8.5,55,45,45,25,25,15,210,This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside.,,"195,980","level-up&level:20&needs_overworld_rain:true&turn_upside_down:true, level-up&level:20&needs_overworld_rain:true&turn_upside_down:true",0,0
195,quagsire,Water Fish Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/195.png,water,ground,1.4,75.0,95,85,85,65,65,35,430,"This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls.",194,,,0,0
196,espeon,Sun Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/196.png,psychic,,0.9,26.5,65,65,60,130,95,110,525,It uses the fine hair that covers its body to sense air currents and predict its ene­ my's actions.,133,,,0,0
197,umbreon,Moonlight Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/197.png,dark,,1.0,27.0,95,65,110,60,130,65,525,"When agitated, this POKéMON pro­ tects itself by spraying poisonous sweat from its pores.",133,,,0,0
198,murkrow,Darkness Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/198.png,dark,flying,0.5,2.1,60,85,42,85,42,91,405,"Feared and loathed by many, it is believed to bring misfortune to all those who see it at night.",,430,use-item&use_item:dusk-stone&needs_overworld_rain:true&turn_upside_down:true,0,0
199,slowking,Royal Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/199.png,water,psychic,2.0,79.5,95,75,80,100,110,30,490,"It has incredible intellect and in­ tuition. Whatever the situation, it remains calm and collected.",79,,,0,0
200,misdreavus,Screech Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/200.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/200.png,ghost,,0.7,1.0,60,60,60,85,85,85,435,It likes playing mischievous tricks such as screaming and wailing to startle people at night.,,429,use-item&use_item:dusk-stone&needs_overworld_rain:true&turn_upside_down:true,0,0
201,unown,Symbol Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/201.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/201.png,psychic,,0.5,5.0,48,72,48,72,48,48,336,Their shapes look like hieroglyphs on ancient tab­ lets. It is said that the two are somehow related.,,,,0,0
202,wobbuffet,Patient Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/202.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/202.png,psychic,,1.3,28.5,190,33,58,33,58,33,405,"It hates light and shock. If attack­ ed, it inflates its body to pump up its counter­ strike.",360,,,0,0
203,girafarig,Long Neck Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/203.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/203.png,normal,psychic,1.5,41.5,70,80,65,90,65,85,455,"Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite.",,981,level-up&known_move:twin-beam&needs_overworld_rain:true&turn_upside_down:true,0,0
204,pineco,Bagworm Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/204.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/204.png,bug,,0.6,7.2,50,65,90,35,35,15,290,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.,,205,level-up&level:31&needs_overworld_rain:true&turn_upside_down:true,0,0
205,forretress,Bagworm Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/205.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/205.png,bug,steel,1.2,125.8,75,90,140,60,60,40,465,Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.,204,,,0,0
206,dunsparce,Land Snake Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/206.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/206.png,normal,,1.5,14.0,100,70,70,65,65,45,415,"When spotted, this POKéMON escapes backward by furi­ ously boring into the ground with its tail.",,982,level-up&known_move:hyper-drill&needs_overworld_rain:true&turn_upside_down:true,0,0
207,gligar,Fly Scorpion Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/207.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/207.png,ground,flying,1.1,64.8,65,75,105,35,65,85,430,It flies straight at its target's face then clamps down on the star­ tled victim to inject poison.,,472,level-up&held_item:razor-fang&time:night&needs_overworld_rain:true&turn_upside_down:true,0,0
208,steelix,Iron Snake Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/208.png,steel,ground,9.2,400.0,75,85,200,55,65,30,510,It is thought its body transformed as a result of iron accumulating internally from swallowing soil.,95,,,0,0
209,snubbull,Fairy Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/209.png,fairy,,0.6,7.8,60,80,50,40,40,30,300,"Although it looks frightening, it is actually kind and affectionate. It is very popular among women.",,210,level-up&level:23&needs_overworld_rain:true&turn_upside_down:true,0,0
210,granbull,Fairy Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/210.png,fairy,,1.4,48.7,90,120,75,60,60,45,450,"It is actually timid and easily spooked. If at­ tacked, it flails about to fend off its attacker.",209,,,0,0
211,qwilfish,Balloon Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/211.png,water,poison,0.5,3.9,65,95,85,55,55,85,440,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once.",,904,strong-style-move&known_move:barb-barrage&needs_overworld_rain:true&turn_upside_down:true,0,0
212,scizor,Pincer Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/212.png,bug,steel,1.8,118.0,70,130,100,55,80,65,500,It has a steel-hard body. It intimidates foes by upraising its eye-patterned pincers.,123,,,0,0
213,shuckle,Mold Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/213.png,bug,rock,0.6,20.5,20,10,230,10,230,5,505,The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.,,,,0,0
214,heracross,Single Horn Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/214.png,bug,fighting,1.5,54.0,80,125,75,40,95,85,500,"It is usually docile, but if it is disturbed while sipping honey, it chases off the intruder with its horn.",,,,0,0
215,sneasel,Sharp Claw Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/215.png,dark,ice,0.9,28.0,55,95,55,35,75,115,430,"Its paws conceal sharp claws. If attacked, it sud­ denly extends the claws and startles its enemy.",,"461,903","level-up&held_item:razor-claw&time:night&needs_overworld_rain:true&turn_upside_down:true, level-up&held_item:razor-claw&time:day&needs_overworld_rain:true&turn_upside_down:true",0,0
216,teddiursa,Little Bear Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/216.png,normal,,0.6,8.8,60,80,50,50,50,40,330,"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey.",,217,level-up&level:30&needs_overworld_rain:true&turn_upside_down:true,0,0
217,ursaring,Hibernator Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/217.png,normal,,1.8,125.8,90,130,75,75,75,55,500,"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES.",216,901,use-item&use_item:peat-block&time:full-moon&needs_overworld_rain:true&turn_upside_down:true,0,0
218,slugma,Lava Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/218.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/218.png,fire,,0.7,35.0,40,40,40,70,40,20,250,"It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden.",,219,level-up&level:38&needs_overworld_rain:true&turn_upside_down:true,0,0
219,magcargo,Lava Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/219.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/219.png,fire,rock,0.8,55.0,60,50,120,90,80,30,430,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.,218,,,0,0
220,swinub,Pig Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/220.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/220.png,ice,ground,0.4,6.5,50,50,40,30,30,50,250,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.,,221,level-up&level:33&needs_overworld_rain:true&turn_upside_down:true,0,0
221,piloswine,Swine Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/221.png,ice,ground,1.1,55.8,100,100,80,60,60,50,450,"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly.",220,473,level-up&known_move:ancient-power&needs_overworld_rain:true&turn_upside_down:true,0,0
222,corsola,Coral Pokémon,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/222.png,water,rock,0.6,5.0,65,55,95,65,95,35,410,It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.,,864,level-up&level:38&needs_overworld_rain:true&turn_upside_down:true,0,0
